user_id,signup_date,first_touch_channel
4506,2025-09-17,social
4507,2025-09-12,email
4508,2025-09-26,social
4509,2025-09-16,affiliate
4510,2025-09-29,display
4511,2025-09-18,search
4512,2025-09-22,email
4513,2025-09-28,display
4514,2025-09-27,email
4515,2025-09-15,affiliate
4516,2025-09-28,search
4517,2025-09-05,email
4518,2025-09-29,email
4519,2025-09-30,affiliate
4520,2025-10-01,email
4521,2025-09-22,affiliate
4522,2025-09-23,social
4523,2025-09-15,social
4524,2025-09-08,search
4525,2025-09-08,affiliate
4526,2025-09-12,social
4527,2025-09-18,email
4528,2025-09-29,affiliate
4529,2025-09-22,email
4530,2025-09-16,search
4531,2025-09-06,social
4532,2025-09-14,search
4533,2025-09-11,display
4534,2025-09-11,affiliate
4535,2025-09-24,email
4536,2025-09-19,display
4537,2025-09-07,display
4538,2025-09-21,search
4539,2025-09-18,social
4540,2025-09-23,social
4541,2025-09-28,display
4542,2025-09-15,search
4543,2025-09-14,display
4544,2025-09-30,affiliate
4545,2025-09-06,display
4546,2025-09-06,email
4547,2025-09-20,search
4548,2025-09-08,social
4549,2025-09-10,search
4550,2025-09-10,search
4551,2025-09-03,search
4552,2025-09-25,email
4553,2025-09-02,email
4554,2025-10-01,email
4555,2025-09-15,search
4556,2025-09-08,affiliate
4557,2025-09-29,affiliate
4558,2025-09-03,display
4559,2025-09-07,email
4560,2025-09-30,email
4561,2025-09-08,affiliate
4562,2025-09-09,search
4563,2025-09-23,social
4564,2025-10-01,affiliate
4565,2025-09-23,display
4566,2025-09-04,social
4567,2025-09-14,affiliate
4568,2025-09-05,social
4569,2025-10-01,display
4570,2025-09-26,email
4571,2025-09-17,search
4572,2025-09-19,email
4573,2025-09-14,social
4574,2025-09-02,affiliate
4575,2025-09-27,search
4576,2025-09-07,search
4577,2025-09-22,affiliate
4578,2025-09-24,display
4579,2025-09-21,affiliate
4580,2025-09-10,search
4581,2025-09-06,social
4582,2025-09-24,search
4583,2025-09-03,search
4584,2025-10-01,affiliate
4585,2025-09-19,affiliate
4586,2025-09-10,affiliate
4587,2025-09-16,email
4588,2025-09-13,email
4589,2025-09-23,display
4590,2025-09-14,affiliate
4591,2025-09-06,affiliate
4592,2025-09-21,affiliate
4593,2025-09-10,search
4594,2025-09-26,email
4595,2025-09-03,search
4596,2025-09-27,affiliate
4597,2025-09-18,email
4598,2025-09-04,affiliate
4599,2025-09-23,social
4600,2025-09-02,search
4601,2025-09-23,affiliate
4602,2025-09-13,social
4603,2025-09-07,affiliate
4604,2025-09-22,email
4605,2025-09-07,display
4606,2025-09-14,social
4607,2025-09-02,search
4608,2025-09-05,affiliate
4609,2025-09-25,affiliate
4610,2025-09-20,social
4611,2025-09-26,social
4612,2025-09-30,social
4613,2025-09-17,email
4614,2025-09-10,social
4615,2025-09-30,affiliate
4616,2025-09-06,email
4617,2025-09-23,display
4618,2025-09-08,affiliate
4619,2025-09-29,affiliate
4620,2025-09-05,social
4621,2025-09-30,email
4622,2025-09-15,social
4623,2025-09-04,social
4624,2025-09-20,display
4625,2025-09-23,email
4626,2025-09-30,display
4627,2025-09-08,email
4628,2025-09-23,display
4629,2025-09-06,email
4630,2025-09-30,search
4631,2025-09-27,social
4632,2025-09-11,display
4633,2025-09-13,display
4634,2025-09-24,affiliate
4635,2025-09-21,email
4636,2025-09-24,search
4637,2025-09-16,affiliate
4638,2025-09-11,display
4639,2025-09-28,email
4640,2025-09-13,social
4641,2025-09-26,display
4642,2025-09-14,social
4643,2025-09-10,social
4644,2025-09-15,search
4645,2025-09-22,social
4646,2025-09-14,affiliate
4647,2025-10-01,social
4648,2025-09-07,email
4649,2025-09-17,social
4650,2025-09-10,affiliate
4651,2025-09-10,email
4652,2025-09-24,display
4653,2025-09-25,search
4654,2025-09-06,social
4655,2025-10-01,affiliate
4656,2025-09-28,affiliate
4657,2025-09-27,affiliate
4658,2025-09-26,display
4659,2025-09-04,affiliate
4660,2025-09-19,search
4661,2025-09-10,display
4662,2025-09-24,search
4663,2025-09-26,display
4664,2025-09-23,display
4665,2025-09-21,affiliate
4666,2025-09-07,email
4667,2025-09-05,search
4668,2025-09-07,affiliate
4669,2025-09-07,social
4670,2025-09-02,search
4671,2025-09-08,email
4672,2025-10-01,affiliate
4673,2025-09-13,display
4674,2025-09-03,affiliate
4675,2025-09-07,search
4676,2025-09-27,display
4677,2025-09-13,display
4678,2025-09-25,affiliate
4679,2025-09-27,social
4680,2025-09-10,email
4681,2025-09-24,search
4682,2025-09-08,affiliate
4683,2025-09-20,email
4684,2025-09-29,search
4685,2025-09-04,search
4686,2025-09-09,email
4687,2025-09-20,display
4688,2025-09-03,social
4689,2025-09-27,email
4690,2025-09-02,search
4691,2025-09-20,display
4692,2025-09-25,display
4693,2025-09-10,email
4694,2025-09-03,social
4695,2025-09-06,affiliate
4696,2025-09-08,affiliate
4697,2025-09-23,search
4698,2025-09-10,social
4699,2025-09-27,email
4700,2025-09-30,social
4701,2025-09-15,affiliate
4702,2025-09-04,search
4703,2025-09-26,email
4704,2025-10-01,display
4705,2025-09-19,email
4706,2025-09-29,email
4707,2025-09-12,search
4708,2025-09-13,email
4709,2025-09-03,search
4710,2025-09-21,search
4711,2025-09-10,affiliate
4712,2025-09-05,affiliate
4713,2025-09-23,display
4714,2025-09-26,affiliate
4715,2025-09-27,display
4716,2025-09-10,social
4717,2025-09-12,social
4718,2025-09-10,search
4719,2025-09-21,email
4720,2025-09-27,email
4721,2025-10-01,social
4722,2025-09-20,social
4723,2025-09-27,search
4724,2025-10-01,social
4725,2025-09-08,affiliate
4726,2025-09-15,search
4727,2025-09-06,social
4728,2025-09-21,email
4729,2025-09-07,social
4730,2025-09-17,email
4731,2025-09-02,display
4732,2025-09-13,display
4733,2025-09-28,search
4734,2025-09-28,social
4735,2025-09-18,email
4736,2025-09-03,affiliate
4737,2025-09-19,social
4738,2025-09-03,affiliate
4739,2025-09-27,affiliate
4740,2025-09-25,search
4741,2025-09-03,display
4742,2025-09-24,affiliate
4743,2025-09-21,social
4744,2025-09-25,email
4745,2025-09-30,search
4746,2025-09-03,social
4747,2025-09-20,search
4748,2025-09-07,social
4749,2025-09-20,email
4750,2025-09-05,email
4751,2025-09-28,social
4752,2025-09-11,affiliate
4753,2025-09-23,search
4754,2025-09-07,social
4755,2025-09-25,email
4756,2025-09-27,display
4757,2025-09-22,email
4758,2025-09-27,affiliate
4759,2025-09-04,email
4760,2025-09-11,affiliate
4761,2025-09-21,social
4762,2025-09-30,affiliate
4763,2025-09-23,social
4764,2025-09-03,social
4765,2025-09-09,affiliate
4766,2025-09-07,affiliate
4767,2025-09-17,email
4768,2025-09-02,social
4769,2025-09-10,email
4770,2025-09-28,email
4771,2025-09-05,affiliate
4772,2025-09-28,social
4773,2025-09-09,social
4774,2025-10-01,email
4775,2025-09-09,social
4776,2025-09-28,search
4777,2025-09-28,email
4778,2025-09-17,affiliate
4779,2025-09-16,email
4780,2025-09-25,email
4781,2025-09-09,social
4782,2025-09-18,social
4783,2025-09-15,email
4784,2025-09-06,social
4785,2025-09-15,social
4786,2025-09-14,email
4787,2025-09-02,email
4788,2025-09-29,display
4789,2025-09-16,search
4790,2025-09-27,display
4791,2025-09-13,social
4792,2025-09-12,social
4793,2025-09-27,search
4794,2025-09-17,search
4795,2025-09-27,display
4796,2025-09-15,search
4797,2025-09-16,display
4798,2025-09-28,email
4799,2025-09-19,email
4800,2025-09-26,social
4801,2025-09-23,email
4802,2025-09-08,affiliate
4803,2025-09-02,affiliate
4804,2025-09-05,search
4805,2025-09-09,display
4806,2025-09-15,display
4807,2025-09-07,search
4808,2025-09-10,display
4809,2025-09-04,social
4810,2025-09-08,affiliate
4811,2025-10-01,affiliate
4812,2025-09-07,search
4813,2025-09-10,email
4814,2025-09-05,display
4815,2025-09-07,display
4816,2025-09-25,display
4817,2025-09-08,search
4818,2025-09-21,affiliate
4819,2025-09-19,affiliate
4820,2025-09-25,display
4821,2025-09-25,email
4822,2025-09-14,search
4823,2025-09-11,display
4824,2025-09-04,display
4825,2025-09-26,search
4826,2025-09-09,social
4827,2025-09-03,email
4828,2025-09-21,search
4829,2025-09-29,display
4830,2025-09-18,affiliate
4831,2025-09-15,search
4832,2025-09-17,search
4833,2025-09-03,email
4834,2025-09-14,search
4835,2025-09-27,affiliate
4836,2025-09-15,email
4837,2025-09-20,search
4838,2025-09-23,email
4839,2025-09-23,affiliate
4840,2025-09-09,social
4841,2025-09-03,affiliate
4842,2025-09-02,search
4843,2025-09-19,email
4844,2025-09-30,email
4845,2025-09-19,affiliate
4846,2025-09-21,affiliate
4847,2025-09-06,search
4848,2025-09-21,affiliate
4849,2025-09-17,display
4850,2025-09-21,display
4851,2025-09-08,search
4852,2025-09-12,display
4853,2025-09-30,affiliate
4854,2025-09-05,email
4855,2025-09-30,affiliate
4856,2025-09-29,display
4857,2025-09-27,affiliate
4858,2025-09-27,display
4859,2025-09-11,email
4860,2025-09-09,search
4861,2025-09-26,display
4862,2025-09-03,search
4863,2025-09-15,search
4864,2025-09-27,affiliate
4865,2025-09-06,email
4866,2025-09-24,social
4867,2025-09-12,email
4868,2025-10-01,affiliate
4869,2025-09-25,email
4870,2025-09-13,social
4871,2025-10-01,email
4872,2025-09-11,social
4873,2025-09-27,social
4874,2025-09-19,email
4875,2025-09-23,display
4876,2025-09-05,search
4877,2025-09-12,email
4878,2025-09-22,search
4879,2025-09-30,display
4880,2025-09-25,display
4881,2025-09-24,display
4882,2025-10-01,display
4883,2025-09-16,social
4884,2025-09-13,affiliate
4885,2025-09-23,social
4886,2025-09-07,search
4887,2025-09-24,search
4888,2025-09-12,display
4889,2025-09-23,email
4890,2025-09-18,display
4891,2025-09-09,social
4892,2025-09-11,affiliate
4893,2025-09-04,search
4894,2025-09-20,social
4895,2025-09-26,email
4896,2025-09-27,affiliate
4897,2025-09-13,display
4898,2025-09-03,display
4899,2025-09-29,email
4900,2025-09-23,search
4901,2025-09-23,email
4902,2025-09-12,display
4903,2025-09-15,search
4904,2025-09-19,email
4905,2025-09-30,affiliate
4906,2025-09-26,email
4907,2025-09-17,social
4908,2025-09-21,search
4909,2025-09-23,search
4910,2025-09-22,affiliate
4911,2025-09-07,social
4912,2025-09-13,search
4913,2025-09-14,search
4914,2025-09-28,social
4915,2025-09-04,social
4916,2025-09-22,social
4917,2025-09-25,social
4918,2025-09-04,search
4919,2025-09-05,affiliate
4920,2025-09-06,affiliate
4921,2025-09-09,social
4922,2025-09-10,display
4923,2025-09-29,display
4924,2025-09-20,email
4925,2025-09-07,search
4926,2025-09-22,search
4927,2025-09-19,display
4928,2025-09-20,email
4929,2025-09-14,display
4930,2025-09-04,affiliate
4931,2025-09-29,affiliate
4932,2025-09-15,social
4933,2025-09-27,search
4934,2025-09-16,affiliate
4935,2025-09-22,display
4936,2025-09-18,affiliate
4937,2025-09-16,display
4938,2025-09-04,search
4939,2025-09-18,affiliate
4940,2025-09-24,email
4941,2025-09-29,affiliate
4942,2025-09-08,display
4943,2025-09-17,email
4944,2025-09-23,email
4945,2025-09-07,search
4946,2025-09-03,email
4947,2025-09-24,social
4948,2025-09-22,search
4949,2025-09-10,display
4950,2025-09-07,social
4951,2025-09-12,search
4952,2025-09-07,affiliate
4953,2025-09-08,display
4954,2025-09-14,social
4955,2025-09-06,email
4956,2025-09-17,email
4957,2025-09-28,email
4958,2025-09-11,affiliate
4959,2025-09-14,search
4960,2025-09-14,email
4961,2025-09-19,display
4962,2025-09-15,email
4963,2025-09-18,affiliate
4964,2025-09-27,affiliate
4965,2025-09-08,affiliate
4966,2025-09-30,email
4967,2025-09-25,email
4968,2025-09-29,search
4969,2025-09-23,affiliate
4970,2025-09-18,affiliate
4971,2025-09-25,search
4972,2025-09-05,display
4973,2025-09-13,display
4974,2025-09-29,search
4975,2025-09-09,social
4976,2025-09-09,affiliate
4977,2025-09-30,search
4978,2025-09-07,affiliate
4979,2025-09-07,search
4980,2025-09-05,search
4981,2025-09-06,search
4982,2025-09-08,social
4983,2025-09-30,display
4984,2025-09-26,social
4985,2025-09-28,display
4986,2025-09-20,social
4987,2025-09-22,social
4988,2025-09-14,affiliate
4989,2025-09-04,display
4990,2025-09-24,affiliate
4991,2025-09-15,affiliate
4992,2025-09-04,affiliate
4993,2025-09-18,display
4994,2025-09-14,email
4995,2025-09-19,affiliate
4996,2025-09-15,social
4997,2025-09-07,search
4998,2025-09-13,search
4999,2025-09-14,social
5000,2025-10-01,email
5001,2025-09-30,social
5002,2025-10-01,search
5003,2025-09-30,display
5004,2025-09-13,display
5005,2025-09-14,email
5006,2025-09-23,social
5007,2025-09-02,display
5008,2025-09-18,affiliate
5009,2025-09-20,email
5010,2025-09-30,display
5011,2025-09-12,search
5012,2025-09-24,affiliate
5013,2025-09-27,email
5014,2025-09-20,search
5015,2025-09-21,email
5016,2025-09-09,search
5017,2025-09-20,search
5018,2025-09-12,email
5019,2025-09-11,social
5020,2025-09-10,display
5021,2025-09-10,search
5022,2025-09-13,social
5023,2025-09-28,search
5024,2025-09-10,email
5025,2025-09-17,display
5026,2025-09-27,search
5027,2025-09-29,affiliate
5028,2025-09-13,email
5029,2025-09-16,display
5030,2025-09-19,email
5031,2025-09-17,search
5032,2025-09-21,search
5033,2025-09-15,social
5034,2025-09-13,affiliate
5035,2025-09-13,display
5036,2025-09-04,email
5037,2025-09-30,email
5038,2025-09-19,display
5039,2025-09-08,affiliate
5040,2025-09-12,email
5041,2025-09-14,search
5042,2025-09-18,affiliate
5043,2025-09-29,display
5044,2025-09-04,affiliate
5045,2025-09-28,social
5046,2025-09-10,affiliate
5047,2025-09-18,affiliate
5048,2025-09-10,display
5049,2025-09-23,email
5050,2025-09-26,affiliate
5051,2025-09-14,affiliate
5052,2025-09-14,email
5053,2025-09-21,display
5054,2025-09-03,social
5055,2025-10-01,search
5056,2025-09-14,search
5057,2025-09-20,social
5058,2025-09-08,social
5059,2025-09-30,email
5060,2025-09-16,search
5061,2025-09-27,email
5062,2025-09-12,email
5063,2025-09-04,display
5064,2025-09-21,email
5065,2025-09-27,social
5066,2025-09-14,social
5067,2025-09-20,affiliate
5068,2025-10-01,social
5069,2025-09-20,social
5070,2025-09-11,social
5071,2025-09-05,social
5072,2025-09-27,affiliate
5073,2025-10-01,affiliate
5074,2025-09-30,email
5075,2025-09-29,email
5076,2025-09-26,social
5077,2025-09-13,email
5078,2025-09-22,email
5079,2025-09-10,social
5080,2025-09-30,email
5081,2025-09-30,affiliate
5082,2025-09-22,affiliate
5083,2025-09-30,display
5084,2025-09-06,social
5085,2025-09-19,email
5086,2025-09-05,search
5087,2025-10-01,email
5088,2025-09-22,social
5089,2025-09-29,display
5090,2025-09-24,social
5091,2025-09-24,email
5092,2025-10-01,social
5093,2025-09-12,social
5094,2025-09-27,email
5095,2025-09-23,search
5096,2025-09-30,affiliate
5097,2025-09-26,search
5098,2025-09-26,email
5099,2025-09-04,search
5100,2025-09-26,social
5101,2025-09-15,social
5102,2025-09-13,email
5103,2025-09-19,email
5104,2025-09-26,social
5105,2025-09-14,email
5106,2025-09-23,social
5107,2025-09-25,email
5108,2025-09-04,affiliate
5109,2025-09-06,search
5110,2025-09-02,display
5111,2025-09-08,email
5112,2025-09-13,affiliate
5113,2025-09-28,email
5114,2025-09-06,affiliate
5115,2025-09-28,search
5116,2025-09-17,email
5117,2025-09-21,social
5118,2025-09-18,display
5119,2025-09-28,display
5120,2025-09-24,affiliate
5121,2025-09-21,display
5122,2025-09-08,email
5123,2025-09-24,search
5124,2025-09-28,social
5125,2025-09-12,email
5126,2025-09-18,search
5127,2025-09-04,display
5128,2025-09-18,display
5129,2025-09-25,email
5130,2025-09-17,search
5131,2025-09-03,email
5132,2025-09-11,search
5133,2025-09-05,display
5134,2025-09-09,affiliate
5135,2025-09-06,affiliate
5136,2025-09-25,email
5137,2025-09-23,search
5138,2025-09-25,affiliate
5139,2025-09-22,social
5140,2025-09-10,display
5141,2025-09-30,display
5142,2025-09-15,affiliate
5143,2025-09-12,social
5144,2025-09-14,email
5145,2025-10-01,social
5146,2025-09-03,search
5147,2025-09-17,search
5148,2025-09-24,display
5149,2025-09-23,social
5150,2025-09-28,affiliate
5151,2025-09-24,display
5152,2025-09-12,display
5153,2025-09-15,email
5154,2025-09-10,social
5155,2025-09-16,affiliate
5156,2025-09-06,email
5157,2025-09-13,affiliate
5158,2025-09-25,social
5159,2025-09-26,affiliate
5160,2025-09-17,display
5161,2025-09-23,social
5162,2025-09-27,affiliate
5163,2025-09-08,social
5164,2025-09-02,search
5165,2025-09-06,email
5166,2025-09-26,email
5167,2025-09-23,display
5168,2025-09-27,search
5169,2025-09-19,social
5170,2025-09-02,affiliate
5171,2025-09-30,social
5172,2025-09-25,affiliate
5173,2025-09-28,social
5174,2025-09-14,display
5175,2025-09-23,social
5176,2025-09-02,search
5177,2025-09-07,search
5178,2025-09-23,email
5179,2025-09-26,social
5180,2025-09-17,affiliate
5181,2025-09-29,display
5182,2025-09-23,display
5183,2025-09-10,email
5184,2025-09-03,search
5185,2025-09-26,social
5186,2025-09-15,search
5187,2025-09-16,affiliate
5188,2025-09-26,social
5189,2025-09-09,email
5190,2025-09-12,affiliate
5191,2025-09-18,social
5192,2025-09-07,display
5193,2025-09-23,social
5194,2025-09-29,social
5195,2025-09-07,display
5196,2025-09-09,email
5197,2025-09-11,affiliate
5198,2025-10-01,search
5199,2025-09-29,display
5200,2025-09-17,display
5201,2025-09-23,email
5202,2025-09-12,affiliate
5203,2025-09-27,display
5204,2025-09-10,social
5205,2025-09-17,email
5206,2025-09-30,display
5207,2025-09-17,social
5208,2025-09-28,social
5209,2025-09-15,display
5210,2025-09-28,email
5211,2025-09-29,display
5212,2025-09-27,social
5213,2025-09-20,display
5214,2025-09-10,display
5215,2025-09-25,affiliate
5216,2025-09-29,social
5217,2025-10-01,search
5218,2025-09-23,email
5219,2025-09-14,display
5220,2025-09-14,social
5221,2025-09-27,affiliate
5222,2025-09-16,email
5223,2025-09-08,social
5224,2025-09-08,search
5225,2025-09-02,display
5226,2025-09-02,affiliate
5227,2025-09-28,display
5228,2025-09-28,display
5229,2025-09-07,display
5230,2025-09-10,email
5231,2025-09-24,social
5232,2025-09-18,affiliate
5233,2025-09-24,affiliate
5234,2025-09-10,email
5235,2025-09-07,affiliate
5236,2025-09-10,display
5237,2025-09-23,social
5238,2025-09-08,search
5239,2025-09-27,affiliate
5240,2025-09-28,display
5241,2025-09-15,email
5242,2025-09-08,search
5243,2025-09-05,social
5244,2025-09-21,display
5245,2025-09-26,search
5246,2025-09-20,email
5247,2025-09-11,display
5248,2025-09-16,affiliate
5249,2025-09-04,display
5250,2025-09-25,search
5251,2025-09-18,affiliate
5252,2025-09-12,affiliate
5253,2025-09-15,affiliate
5254,2025-09-16,social
5255,2025-09-04,affiliate
5256,2025-09-15,search
5257,2025-09-10,display
5258,2025-09-18,email
5259,2025-09-10,affiliate
5260,2025-09-29,search
5261,2025-09-16,search
5262,2025-09-18,search
5263,2025-10-01,social
5264,2025-09-25,affiliate
5265,2025-09-30,affiliate
5266,2025-09-09,affiliate
5267,2025-09-24,social
5268,2025-10-01,search
5269,2025-09-11,affiliate
5270,2025-09-02,affiliate
5271,2025-09-23,affiliate
5272,2025-09-18,social
5273,2025-09-02,display
5274,2025-09-25,email
5275,2025-09-26,social
5276,2025-09-13,email
5277,2025-09-27,affiliate
5278,2025-09-30,affiliate
5279,2025-09-24,search
5280,2025-09-06,display
5281,2025-09-17,affiliate
5282,2025-09-21,display
5283,2025-09-11,email
5284,2025-09-22,display
5285,2025-09-21,social
5286,2025-09-23,email
5287,2025-09-10,affiliate
5288,2025-09-21,display
5289,2025-09-30,affiliate
5290,2025-09-30,search
5291,2025-09-04,affiliate
5292,2025-09-10,email
5293,2025-09-11,social
5294,2025-09-04,social
5295,2025-09-13,affiliate
5296,2025-09-06,social
5297,2025-09-12,social
5298,2025-09-10,affiliate
5299,2025-09-27,display
5300,2025-09-30,email
5301,2025-09-11,search
5302,2025-09-22,display
5303,2025-09-03,affiliate
5304,2025-09-22,affiliate
5305,2025-09-19,social
5306,2025-09-06,affiliate
5307,2025-09-18,affiliate
5308,2025-09-10,affiliate
5309,2025-09-25,display
5310,2025-09-19,affiliate
5311,2025-09-22,display
5312,2025-09-29,email
5313,2025-09-04,search
5314,2025-09-20,display
5315,2025-09-16,email
5316,2025-10-01,email
5317,2025-09-18,social
5318,2025-09-08,search
5319,2025-09-14,search
5320,2025-09-13,social
5321,2025-09-05,social
5322,2025-09-28,email
5323,2025-09-30,affiliate
5324,2025-09-29,affiliate
5325,2025-09-07,social
5326,2025-09-21,email
5327,2025-09-19,social
5328,2025-09-17,social
5329,2025-09-08,search
5330,2025-09-27,search
5331,2025-09-03,email
5332,2025-10-01,display
5333,2025-09-04,social
5334,2025-09-24,email
5335,2025-09-27,display
5336,2025-09-14,social
5337,2025-09-18,display
5338,2025-09-17,display
5339,2025-09-23,affiliate
5340,2025-09-15,social
5341,2025-09-17,search
5342,2025-09-30,search
5343,2025-09-05,social
5344,2025-09-19,email
5345,2025-09-25,display
5346,2025-09-13,affiliate
5347,2025-09-12,affiliate
5348,2025-09-26,email
5349,2025-09-26,email
5350,2025-09-10,display
5351,2025-09-05,display
5352,2025-09-07,email
5353,2025-09-08,display
5354,2025-09-18,display
5355,2025-09-27,search
5356,2025-09-25,social
5357,2025-09-26,email
5358,2025-09-12,affiliate
5359,2025-09-24,email
5360,2025-09-05,social
5361,2025-09-25,social
5362,2025-09-10,email
5363,2025-09-08,search
5364,2025-09-19,search
5365,2025-09-08,affiliate
5366,2025-09-03,affiliate
5367,2025-09-06,affiliate
5368,2025-09-03,search
5369,2025-09-07,search
5370,2025-09-06,search
5371,2025-09-13,email
5372,2025-09-24,social
5373,2025-09-15,search
5374,2025-09-23,display
5375,2025-09-09,display
5376,2025-09-28,email
5377,2025-09-26,social
5378,2025-09-19,email
5379,2025-09-24,display
5380,2025-09-09,email
5381,2025-09-09,social
5382,2025-09-09,search
5383,2025-09-23,search
5384,2025-09-05,display
5385,2025-09-17,affiliate
5386,2025-09-26,display
5387,2025-09-29,search
5388,2025-09-28,display
5389,2025-09-28,email
5390,2025-09-06,display
5391,2025-09-18,affiliate
5392,2025-09-22,search
5393,2025-09-19,display
5394,2025-09-05,display
5395,2025-09-25,affiliate
5396,2025-09-15,social
5397,2025-09-14,search
5398,2025-09-16,social
5399,2025-09-09,search
5400,2025-09-09,affiliate
5401,2025-09-12,affiliate
5402,2025-09-11,email
5403,2025-09-16,display
5404,2025-09-08,display
5405,2025-10-01,email
5406,2025-09-06,email
5407,2025-09-21,search
5408,2025-09-25,search
5409,2025-09-03,display
5410,2025-09-05,email
5411,2025-09-03,display
5412,2025-09-24,affiliate
5413,2025-09-28,email
5414,2025-09-20,social
5415,2025-09-15,affiliate
5416,2025-09-04,display
5417,2025-09-06,search
5418,2025-09-26,social
5419,2025-09-13,affiliate
5420,2025-09-07,display
5421,2025-09-23,email
5422,2025-09-04,affiliate
5423,2025-09-16,social
5424,2025-09-06,search
5425,2025-09-11,display
5426,2025-09-09,social
5427,2025-09-08,affiliate
5428,2025-09-10,affiliate
5429,2025-09-23,email
5430,2025-09-30,social
5431,2025-09-23,display
5432,2025-09-30,search
5433,2025-09-11,display
5434,2025-09-04,search
5435,2025-09-10,search
5436,2025-09-08,social
5437,2025-09-20,email
5438,2025-09-23,email
5439,2025-09-04,display
5440,2025-09-29,affiliate
5441,2025-09-09,affiliate
5442,2025-09-14,email
5443,2025-09-29,display
5444,2025-09-12,search
5445,2025-09-24,social
5446,2025-09-17,social
5447,2025-09-09,email
5448,2025-09-15,email
5449,2025-09-19,affiliate
5450,2025-09-29,affiliate
5451,2025-09-16,search
5452,2025-09-25,email
5453,2025-09-04,email
5454,2025-09-21,display
5455,2025-09-02,affiliate
5456,2025-09-07,email
5457,2025-09-05,social
5458,2025-09-06,email
5459,2025-09-21,social
5460,2025-09-12,email
5461,2025-09-24,social
5462,2025-09-08,email
5463,2025-09-10,email
5464,2025-09-20,display
5465,2025-09-12,social
5466,2025-09-07,email
5467,2025-09-19,search
5468,2025-09-09,email
5469,2025-10-01,display
5470,2025-09-06,email
5471,2025-09-14,display
5472,2025-10-01,social
5473,2025-09-19,search
5474,2025-09-09,affiliate
5475,2025-09-08,affiliate
5476,2025-09-03,social
5477,2025-09-18,social
5478,2025-09-28,affiliate
5479,2025-09-20,display
5480,2025-09-13,social
5481,2025-09-25,search
5482,2025-09-17,email
5483,2025-10-01,affiliate
5484,2025-09-20,email
5485,2025-09-22,social
5486,2025-09-12,affiliate
5487,2025-09-20,social
5488,2025-09-22,display
5489,2025-09-10,affiliate
5490,2025-09-09,email
5491,2025-09-16,social
5492,2025-09-26,social
5493,2025-09-27,social
5494,2025-09-03,affiliate
5495,2025-09-11,email
5496,2025-09-30,search
5497,2025-09-06,email
5498,2025-09-21,social
5499,2025-09-19,email
5500,2025-09-13,social
5501,2025-09-02,social
5502,2025-09-04,display
5503,2025-09-29,email
5504,2025-10-01,display
5505,2025-09-26,social
5506,2025-09-18,email
5507,2025-09-26,affiliate
5508,2025-09-03,email
5509,2025-09-14,display
5510,2025-09-26,email
5511,2025-09-06,social
5512,2025-09-05,affiliate
5513,2025-09-13,affiliate
5514,2025-09-11,affiliate
5515,2025-09-04,search
5516,2025-09-17,social
5517,2025-09-30,social
5518,2025-09-20,affiliate
5519,2025-09-22,display
5520,2025-10-01,affiliate
5521,2025-09-19,email
5522,2025-09-10,search
5523,2025-09-02,display
5524,2025-09-30,search
5525,2025-09-28,display
5526,2025-09-05,email
5527,2025-09-24,affiliate
5528,2025-09-11,search
5529,2025-09-15,search
5530,2025-09-25,affiliate
5531,2025-09-24,email
5532,2025-09-08,social
5533,2025-09-17,email
5534,2025-09-07,social
5535,2025-09-24,display
5536,2025-09-27,search
5537,2025-09-24,email
5538,2025-09-24,email
5539,2025-09-14,display
5540,2025-09-02,search
5541,2025-09-23,affiliate
5542,2025-09-11,affiliate
5543,2025-09-30,affiliate
5544,2025-09-10,social
5545,2025-09-19,affiliate
5546,2025-09-03,search
5547,2025-09-20,search
5548,2025-09-22,affiliate
5549,2025-09-22,email
5550,2025-09-18,social
5551,2025-09-14,social
5552,2025-09-15,affiliate
5553,2025-09-08,email
5554,2025-09-21,social
5555,2025-09-08,email
5556,2025-09-06,display
5557,2025-09-14,social
5558,2025-09-23,affiliate
5559,2025-10-01,social
5560,2025-09-07,display
5561,2025-09-22,affiliate
5562,2025-09-17,affiliate
5563,2025-09-02,search
5564,2025-09-12,display
5565,2025-09-11,social
5566,2025-09-28,affiliate
5567,2025-09-06,social
5568,2025-09-27,email
5569,2025-09-06,display
5570,2025-09-23,social
5571,2025-09-26,email
5572,2025-09-08,social
5573,2025-09-16,search
5574,2025-09-18,display
5575,2025-09-09,affiliate
5576,2025-09-19,affiliate
5577,2025-09-03,search
5578,2025-09-03,email
5579,2025-09-11,email
5580,2025-09-14,email
5581,2025-09-27,affiliate
5582,2025-09-25,search
5583,2025-09-23,social
5584,2025-09-19,search
5585,2025-09-13,display
5586,2025-09-17,email
5587,2025-10-01,email
5588,2025-09-14,display
5589,2025-09-23,email
5590,2025-09-20,search
5591,2025-09-15,affiliate
5592,2025-09-29,display
5593,2025-09-06,email
5594,2025-09-15,search
5595,2025-09-26,email
5596,2025-09-30,search
5597,2025-09-21,email
5598,2025-09-02,social
5599,2025-09-24,affiliate
5600,2025-09-22,email
5601,2025-09-15,search
5602,2025-09-04,display
5603,2025-09-28,affiliate
5604,2025-09-10,email
5605,2025-09-22,social
5606,2025-09-11,social
5607,2025-09-28,display
5608,2025-09-08,social
5609,2025-09-13,display
5610,2025-09-19,display
5611,2025-09-11,search
